,sentences
211,"['speaker', 'gonna', 'because,', 'like,', 'robert', 'famously,', 'have', 'peopl', 'like,', 'guess,', 'bill', 'gate', 'and,', 'like,', 'mark', 'cuban', 'past', 'have,', 'like,', 'vocal', 'limited,', 'guess,', 'like', 'screen', 'time', 'their', 'children', 'just', 'like', 'mobil', 'phones,', 'think', 'okay', ""couldn't"", 'children', 'have', 'phone', 'until', 'they', 'were', 'over', 'fourteen,', 'which,', 'twenti', 'thousand', 'seven', 'guess', ""that'"", ""that'"", 'sign', 'there']"
212,"['would', 'guess,', 'your', 'children', 'virtual', 'realiti']"
213,"['would', 'them', 'enter', 'them', 'matter', ""what'"", 'your', 'opinion', 'that?']"
214,"['speaker', 'today']"
215,"['think', 'children', 'young', 'peopl', 'go', 'technolog', 'where', 'other', 'young', 'peopl', 'are,', 'restrict', 'them,', ""you'r"", 'actual', 'creat', 'social', 'problem', 'them']"
216,"['they', ""don't"", 'necessarili', 'have', 'choic']"
217,"['some', ""they'r"", ""they'r"", 'head', 'curv']"
218,"['becaus', 'right', 'now,', 'peopl', 'right', 'now,', 'most', 'pretti', 'young', 'peopl', 'minecraft', 'roadblocks,', 'like,', 'those', 'real', 'world', ""there'"", 'whole', 'gener', 'grow', 'minecraft', 'roadblocks.']"
219,"['other', 'side', 'ultimately,', 'whether', 'could', 'steer', 'peopl', 'away', 'from', 'use', 'right', 'while', ""it'"", 'thi', 'transition,', 'will', 'point', 'where', 'peopl', 'will', 'have', 'choic']"
220,"['peopl', 'have', 'choic', 'right', 'realli', 'smartphon']"
221,"['they', ""don't"", 'have', 'choice,', 'internet,', 'will', 'disadvantag']"
222,"[""don't"", 'have', 'augment', 'realiti']"
223,"[""you'll"", 'disadvantag', ""can't"", 'shop', 'reality.']"
224,"['speaker', 'have', 'question', 'about', 'thi']"
225,"['what', 'from', 'your', 'point', 'view?', 'like', 'three', 'five', 'thing', 'that', 'should', 'happen', 'order', 'protect', 'consum', 'meta', 'user', 'futur']"
226,"['also,', 'thi', 'implemented?', 'thi', 'implement', 'platform', 'level?']"
227,"['thi', 'implement', 'countri', 'govern', 'level?', 'citi', 'implemented,', 'like', 'sort', 'unit', 'nation,', 'digit', 'human', 'right', 'kind', 'declaration.']"
228,"['speaker', 'think', ""it'"", 'implement', 'could', 'abov', 'could', 'platform', 'could', 'government,', 'could', 'digit', 'human', 'right']"
229,"['think', 'that', 'concern', 'that', 'have', 'term', 'where', 'regul', 'would', 'happen', 'realli', 'about', 'put', 'guard', 'rail', 'what', 'platform', 'themselves.']"
230,"['speaker', 'when', ""they'r"", 'charact', 'rails,', 'have,', 'like,', 'tree', 'five', 'being..']"
231,"['yeah', 'protect']"
232,"['speaker', 'broad', 'categori', 'track']"
233,"['right?', 'again,', 'fight', 'veri', 'nature,', 'meta', 'know', 'where']"
234,"['right?', 'know', 'where', 'are,', 'your', 'orientation,', 'could', 'track', 'your', 'gate,', 'your', 'posture,', 'that', 'know', 'that', 'stuff', 'order', 'simul', 'world', 'around', 'you.']"
235,"[""doesn't"", 'have', 'store', 'that', 'inform']"
236,"['limit', 'on..']"
237,"['storage,', 'mean,', ""doesn't"", 'store', 'that', 'inform', 'over', 'time']"
238,"['need', 'that', 'inform', 'order', 'simul', 'experi', 'real', 'time']"
239,"['think', 'limit', 'track', 'realli', 'store', 'inform', 'over', 'time', 'give', 'abil', 'profil', 'people.']"
240,"['becaus', 'again,', 'thi', 'where', 'come', 'have', 'abil', 'track', 'these', 'motion', 'throughout', 'their', 'after', 'day,', 'could', 'then', 'then', 'predict', 'their', 'behavior']"
241,"['could', 'that', 'motion', 'data', 'prop', 'actual', 'predict', 'health', 'problems,', 'put', 'limit', 'make', 'clear', 'distinct', 'between', 'data', ""that'"", 'need', 'real', 'time', 'provid', 'real', 'time', 'simul', 'immers', 'experi', 'that', 'magic', 'educ', 'inform']"
242,"['think', ""that'"", 'fulli', 'possibl']"
243,"['think', ""don't"", 'have', 'store', 'that', 'inform', 'over', 'time']"
244,"[""that'"", 'input', 'side.']"
245,"['output', 'side,', 'meta', 'platform', 'will', 'have', 'abil', 'take', 'whatev', 'inform', 'they', 'have', 'about', 'you,', 'profil', 'about', 'you,', 'then', 'target', 'with', 'content', 'with', 'advertis', 'just', 'like', 'social', 'media,', 'think', ""that'"", 'realli', 'differ', 'about', 'target', 'content', 'meta', 'versu', 'target', 'content', 'social', 'media', 'that', ""today'"", 'world', 'when', 'advertis', 'pop', ""it'"", 'veri', 'clear', ""it'"", 'advertis']"
246,"[""it'"", ""it'""]"
247,"[""it'"", 'video', 'meta', 'advertis', 'will', 'becom', 'immers']"
248,"['will', 'from', 'flat', 'content', 'immers', 'experi']"
249,"['when', 'advertis', 'promot', 'propaganda', 'becom', 'experiences,', 'could', 'becom', 'indistinguish', 'from', 'real', 'from', 'other', 'real', 'event', 'real', 'activ', 'that', 'world.']"
250,"['exampl', 'that', 'could', 'give', 'what', 'would', 'call', 'promot', 'alter', 'experi']"
251,"['imagin', ""you'r"", 'walk', 'down', 'street', 'virtual', 'world,', 'mayb', 'augment', 'world,', 'park', ""you'v"", 'never', 'seen', 'befor', 'notic', 'then', 'peopl', 'stand', 'outsid', 'car,', 'have', 'convers', 'about', 'their', 'talk', ""driver'"", 'tell', 'their', 'friend,', 'amaz', 'that', 'that', 'thi', 'just..']"
252,"['walk', 'past,', 'might', 'just', 'think', 'that', 'authent', 'experience,', 'will', 'could', 'subconsci', 'influenc', 'say,', 'like,', 'peopl', 'live', 'around', 'here', 'realli', 'think', 'that', 'thi', 'thi', 'these', 'great', 'featur']"
253,"['might', 'realiz']"
254,[]
255,"['that', 'inject', 'into', 'world', 'target', 'advertis', 'onli', 'that', 'experience,', 'they', 'chose', 'color', 'car,', 'they', 'chose', 'virtual', 'spoke', 'people,', 'their', 'gender', 'cloth', 'bake', 'maxim', 'persuas', 'you,', 'might', 'have', 'idea', 'that']"
256,"['thi', 'idea', 'these', 'promot', 'alter', 'experi', 'will', 'happen', 'meta', 'her', 'they', 'could', 'indistinguish', 'from', 'authent', 'experiences,', ""that'"", 'realli', 'danger', 'becaus', 'chang', 'your', 'view', 'realiti']"
257,"['someth', 'target', 'promot', 'experience,', 'should', 'look', 'differ']"
258,"['should', 'look', 'differ']"
259,"['should', 'sound', 'different,', 'consumer,', 'user', 'should', 'abl', 'when', 'that', 'virtual', 'peopl', 'talking.']"
260,"[""that'"", 'fine']"
261,"['look', 'differ']"
262,['yeah']
263,"['look', 'differ', 'just', 'stan', 'look', 'different,', ""that'"", 'promotional,', 'then', 'proper', 'context', 'natur', 'skeptic', 'say,', 'yeah,', 'that', 'place', 'there.']"
264,"['speaker', 'think', 'that', 'could', 'four', 'hour', 'thi', 'topic.']"
265,"['speaker', 'said', 'thi', 'fascin', 'like,', 'just', 'take', 'know..']"
266,"['second', 'northern', 'knowledge.']"
267,"['speaker', 'just', 'want', 'to..']"
268,"['someth', 'thi', ""that'"", ""you'r"", 'talk', 'about', 'autom', 'profil', 'system', 'that', 'potentially,', 'know,', 'purchas', 'product', 'persuad', 'peopl', 'invest', 'money', 'product']"
269,"['take', 'thi', 'just', 'that', 'thi', 'happen', 'onli', 'with', 'autom', 'system', 'thi', 'could', 'potenti', 'happen', 'also', 'with', 'actor', 'that', 'real', 'peopl', 'that', 'go', 'matter', 'know', 'someth', 'about', 'do', 'thi', 'real', 'life']"
270,"[""it'"", 'just', 'matter', 'fact', 'what', 'gonna', 'autom', 'matter', 'that', 'need', 'appear', 'paid', 'advertis']"
271,"['also,', 'there', ""there'"", 'a...']"
272,"['there', 'some', 'regul', 'that', 'need', 'happen', 'also', 'term', 'behavior', 'real', 'peopl', 'that', 'should', 'tracked,', 'someon', 'should', 'some', 'measur', 'some', 'chaperon', 'place', 'order', 'protect', 'their', 'inhabit', 'from', 'thi', 'kind', 'behaviors.']"
273,"['speaker', ""there'"", 'realli', 'import', 'reason', 'have', 'strict', 'control', 'around', 'ident']"
274,"['that', 'said', 'that', 'wanna', 'point', 'that', 'even', 'though', 'could', 'thi', 'with', 'human', 'actors,', 'control', 'avatar', 'will', 'ultim', 'more', 'power', 'also', 'cheaper', 'implement,', 'that', 'becaus']"
275,"['speaker', 'scale.']"
276,"['speaker', 'scale,', 'even', 'even', 'just', 'one,', ""it'"", 'power']"
277,"['meta', 'just', 'announc', 'that', ""they'r"", 'put', 'facial', 'record', 'facial', 'tracking,', 'express', 'track', 'their']"
278,['headset']
279,"[""there'"", 'realli', 'good', 'reason', 'do', 'that', 'facial', 'track', 'headset', 'your', 'avatar', 'could', 'express', 'human', 'emot']"
280,"[""it'"", 'human', 'ice', 'thing', ""it'"", 'positive.']"
281,"['other', 'hand,', 'they', 'emot', 'analysi', 'real', 'time', 'advertising,', 'thi', 'control', 'avatar', ""that'"", 'engag', 'emot', 'convers', 'will', 'adjust', 'tactic', 'real', 'time', 'base', 'emot', ""you'r"", 'expressing,', 'turn', 'that', 'actual', 'better', 'detect', 'emot', 'potenti', 'than', 'human', 'becaus', 'actual', 'detect', 'what', 'call', 'micro', 'express', 'that', 'happen', 'quickli', 'subtli', 'that', 'human', 'salesperson', ""wouldn't"", 'recogn']"
282,"['think', 'that', 'consum', 'would', 'would', 'appreci', 'there', 'were', 'guard', 'rail', 'place', 'that', 'said,', 'hey,', ""can't"", 'motion', 'detect', 'real', 'time', 'adapt', 'advertis']"
283,"['think', 'platform', 'would', 'benefit', 'becaus', 'consum', 'lose', 'trust,', 'then', 'hurt', 'hurt', 'whole', 'industry,', 'guard', 'rail', 'place', 'peopl', 'feel', 'safe', 'meta,', ""that'"", 'good', 'whole', 'industry.']"
284,"['speaker', 'thi', ""we'r"", ""we'v"", 'just', 'about', 'time', 'now,', 'gonna', 'nick', 'thi', 'part', 'to..']"
285,"['could', 'have', 'whole', 'convers', 'about', 'thi', 'just', 'final', 'topic', 'care']"
286,"['thi', 'been', 'absolut', 'fascin', 'sure', 'listen', 'viewer', 'sourc', 'been', 'veri', 'interest', 'well']"
287,"['thank', 'veri', 'much', 'your', 'time.']"
288,"['speaker', 'yeah']"
289,[]
290,"['thank', 'have']"
291,['great']
292,"['know,', 'catch', 'thi', 'full', 'episod', 'field', 'more', 'subscrib', 'youtube.']"
293,"['spotify,', 'appl', 'music', 'wherev', 'your', 'podcast', 'miss', 'anoth', 'immers', 'technolog', 'moment']"
294,"['subscrib', 'today.']"
295,"['developments,', 'invest', 'experi', 'metavers']"
296,"['speaker', 'meta', 'emerg', 'next', 'technolog', 'platform,', 'attract', 'onlin', 'game', 'maker', 'social', 'network', 'plenti', 'invest']"
297,"['share', ""there'"", 'lot', 'hype', 'surround', 'meta']"
298,"[""there'"", 'also', 'lot', 'substance,', 'develop', 'excit', 'thi', 'podcast', 'seri', 'into', 'meta', 'brought', 'bloomberg', 'intellig']"
299,"['will', 'break', 'down', 'biggest', 'develop', 'bring', 'interest', 'mine', 'building,', 'invest', 'experienc']"
300,"['matthew', 'can,', 'senior', 'equiti', 'research', 'channel', 'with', 'bloomberg', 'audience.']"
301,"['speaker', 'friedman,', 'call', 'beyond,', 'founder', 'super', 'social,', ""we'r"", 'compani', 'ventur', 'back', 'that', 'build', 'gain', 'experi']"
302,"['start', 'with', 'roblox']"
303,"[""we'r"", 'excit', 'servic', 'your', 'host', 'guid', 'thi', 'journey', 'into', 'univers']"
304,"[""there'"", 'incred', 'content', 'that', 'gonna', 'bring', 'life', 'amaz', 'guest', 'that', 'realli', 'go', 'into', 'unpack', 'opportun', 'excit', 'about', 'businesses,', 'developers,', 'creators,', 'market', 'brands,', 'than', 'mani', 'work.']"
305,"['speaker', 'jan,', 'first', 'question', 'that', 'wanna', 'ask,', 'think', 'wanna', 'everi', 'guest', 'that', 'eventu', 'bring', 'think', ""it'"", 'extrem', 'import', 'stage', 'help', 'defin', 'exactli', 'what', 'meta', 'you,', 'your', 'team', 'your', 'company,', 'what', 'meta?', 'know,', 'what', 'what', 'meta', 'super', 'social', 'jan?', 'what', 'characterist', 'that', 'shape', 'meta', 'your', 'view?', 'and,', 'guess,', 'also', 'importantli', 'that', 'vein,', 'what', ""isn't"", 'meta?']"
306,"['speaker', 'well,', 'mayb', ""i'll"", 'start', 'with', 'elimin', 'process']"
307,"['right?', 'what', ""isn't?"", 'univers']"
308,"['think', 'what', 'univers', ""isn't"", ""it'"", ""isn't"", 'game.']"
309,"[""it'"", 'website,', ""it'"", 'also', 'place', 'better', 'more', 'approach', 'experi', 'life', 'over', 'internet', 'next', 'evolut']"
310,"['when', 'you..']"
311,"['when', 'think', 'about', 'univers', 'realli', 'evolut', 'what', 'internet', 'should', 'future,', 'larg', 'scale,', 'virtual', 'environments,', 'virtual', 'world,', 'virtual', 'space', 'where', 'peopl', 'human', 'over', 'world', 'much', 'more', 'than', 'what', ""we'v"", 'done,', 'over', 'internet', 'over', 'wave']"
312,"['these', 'experi', 'go', 'ever', 'more', 'persist', 'mean', ""it'"", 'alway']"
313,"[""it'"", 'never', 'stops.']"
314,"[""it'"", 'also', 'share', ""it'"", 'open']"
315,"[""it'"", 'larg', 'scale', 'dream', 'course,', 'that', 'coupl', 'hundr', 'peopl', 'experi', 'concert', 'robot', 'fortnit']"
316,"['actually,', ""it'"", 'million', 'peopl', 'commun', 'placing,', 'singl', 'point', 'time', 'experi', 'someth', 'togeth']"
317,"[""it'"", 'go', 'someth', 'that', 'ever', 'more', 'immersive,', 'ever', 'more', 'social', 'ever', 'more', 'expens', 'than', 'anyth', ""we'v"", 'known', 'until', 'today', 'with', 'regard', 'virtual', 'word']"
318,"['think,', 'know,', 'think', 'about', 'like', 'that,', 'onli', 'provid', 'opportun', 'complet', 'reimagin', 'what', 'virtual', 'experi', 'human', 'experi', 'onlin', 'could', 'look', 'like', 'also', 'mean', 'that', ""there'"", 'gonna', 'whole', 'world', 'possibl', 'what', 'creator', 'make.']"
319,"['that', 'could', 'individu', 'creators,', 'realli', 'fifti', 'year', 'bedroom', 'that', 'build', 'type', 'experi', 'applic', 'letter', 'platform']"
320,"['multi', 'billion', 'dollar', 'oper', 'like', 'facebook,', 'that', 'decid', 'build,', 'know,', 'next', 'layer', 'applic', 'could', 'applic']"
321,"['form,', 'know,', 'experi']"
322,"['then', 'think', 'other', 'compon', 'that', ""we'r"", 'excit', 'about']"
323,"['number', 'obviously,', 'meta', 'experi', 'go', 'access', 'through', 'device.']"
324,"['question', 'what', 'platform', 'peopl', 'go', 'consum', 'inform', 'experi', 'go', 'transform', 'from,', 'like,', 'mobil', 'consol', 'to..']"
325,"[""doesn't"", 'realli', 'matter', 'becaus', ""we'r"", 'gonna', 'abl', 'access']"
326,"['those', 'experi', 'devic']"
327,"['think', 'about', 'basic', 'devic', 'agnost']"
328,"['then', 'second', 'piece,', 'which', 'potentially,', 'most', 'transform', ""there'"", 'much', 'back', 'that', 'point', ""we'r"", 'go', 'manifest', 'ourselv', 'into', 'univers', 'human', 'live', 'univers', 'avatar.']"
329,"['that', 'avatar', ""doesn't"", 'even', 'have', 'avatar']"
330,"['could', 'many,', 'many,', 'mani', 'avatar']"
331,"['find', 'yourself', 'express', 'yourself', 'individu', 'individu', 'through', 'wide', 'area', 'avatar', 'that', 'mayb', 'differ', 'type', 'experiences,', 'mayb', 'when', 'wanna', 'experi', 'music', 'developers,', ""we'r"", 'gonna', 'use,', 'know,', 'avatar', 'wide']"
332,"['what', 'wanna', 'more', 'sport', 'bank', 'play', 'sport', 'endeavors,', ""we'r"", 'gonna', 'text']"
333,"['think', 'these', 'opportun', 'creat', 'multipl', 'ident', 'entiti', 'what', 'singl', 'human', 'express', 'yourself', 'metaphor.']"
334,"['thi', 'probabl', 'most', 'transform', 'human', 'behavior', 'share', 'that', 'think', ""we'r"", 'see', 'sinc', 'invent', 'internet', 'itself.']"
335,"['speaker', 'think', ""that'"", 'realli', 'great', 'point', 'about', 'express', 'oneself', 'digit', 'with', 'with', 'virtual', 'accessories,', 'virtual', 'cosmet']"
336,"['know,', ""that'"", 'someth', ""that'"", 'been', 'done', 'game', 'while,', 'tend', 'uniqu', 'singl', 'game']"
337,"['abil', 'creat', 'differ', 'avatar', 'creat', 'differ', 'outfit', 'effect', 'have', 'closet', 'your', 'virtual', 'world', 'your', 'virtual', 'self', 'abl', 'bring', 'that', 'from', 'experi', 'experience,', 'that', 'that..']"
338,"[""that'"", 'huge', 'opportunity,', 'both', 'from', 'from', 'engag', 'perspective,', 'from', 'revenu', 'perspect', 'from', 'brand', 'perspective,', ""there'"", 'mani', 'busi', 'opportun', 'that', 'into', 'that', 'that', 'angle.']"
339,"['speaker', 'more', 'more', 'super', 'import', 'point', 'mind', 'back', 'kind', 'know,', 'open', 'world', 'univers', 'know,', 'audienc', 'bring', 'mani', 'import', 'interest', 'speaker', 'that', 'manifest', 'about', 'game']"
340,"['might', 'start', 'with', 'game', 'game', 'popular', 'differ', 'concept', 'when', 'come', 'virtual', 'world', 'game', 'will', 'continu', 'important,', 'kind', 'facet', 'what', 'potentially,', ""it'"", 'case']"
341,"['over', 'first', 'sever', 'years,', 'ultimately,', 'envis', 'just', 'like', 'over', 'internet']"
342,"['peopl', 'will', 'commerc', 'way']"
343,"['they', 'will', 'consum', 'entertain', 'ways.']"
344,"['they', 'would', 'play', 'game']"
345,"['they', 'would', 'like', 'learn']"
346,"[""they'r"", 'gonna', 'educ', 'activ', 'experi']"
347,"['and,', 'course,', ""there'"", 'gonna', 'opportun', 'work', 'better']"
348,['right?']
349,"['think', 'thing', 'that', 'super', 'social', 'that', ""we'r"", 'alreadi', 'exploring,', 'build', 'over', 'roblox', 'actual', 'build', 'virtual', 'word', 'insid', 'platform', 'like', 'where', 'congreg', 'team']"
350,"['think', 'workforc', 'workplac', 'anoth', 'kind', 'transform', 'potenti', 'trend', 'that', 'unpack']"
351,"[""we'r"", 'gonna', 'that,', 'and,', 'know,', ""there'"", 'mani', 'excit', 'port', 'tackl']"
352,"['but,', 'matthew,', ""you'v"", ""you'v"", 'also', 'done', 'know,', 'some', 'work', 'subject', 'busi']"
353,"['know,', 'listen', 'join', 'our,', 'might', 'newer', 'what', 'actual', 'means,', 'especi', 'those', 'from', 'financi', 'market', 'investors,', 'what', 'what', 'realli', 'univers', 'from', 'market', 'perspective,', 'that', 'market?']"
354,"[""what'"", 'stake', 'when', 'when', 'peopl', 'need', 'think', 'about', 'with', 'that', 'regard?']"
355,"['speaker', 'yeah']"
356,"[""it'"", ""that'"", 'realli', 'import', 'thing', 'tackle,', ""it'"", ""it'"", 'someth', 'that', 'bloomberg', 'intellig', 'bloomberg', 'profession', 'subscrib']"
357,"[""that'"", 'your', 'that', ""we've..""]"
358,"['that', ""we'v"", 'been', 'write', 'about']"
359,"['look', 'meta', 'actual', 'look', 'mostli', 'from', 'client', 'platforms.']"
360,"[""there'"", 'other', 'there', 'like', 'matt', 'ball', ""who'"", 'written', 'about', 'meta', 'that', 'includ', 'other', 'thing', 'like', 'network', 'infrastructur']"
361,"['from', 'client', 'platform', 'perspective,', 'know,', ""we'r"", 'look', 'market', 'that', 'repres', 'almost', 'eight', 'hundr', 'billion', 'dollar', 'twenti', 'twenti', 'four']"
362,"[""that'"", 'basic', 'doubl', 'versu', 'twenti', 'twenti']"
363,"['know,', 'that..']"
364,"['that', 'includ', 'thing', 'like', 'the,', 'like', 'mentioned,', 'client', 'platforms,', 'advertis', 'opportunities,', 'entertain', 'content,', 'which', 'includ', 'game', 'that', ""doesn't"", 'have', 'onli', 'game', 'includ', 'thing', 'like', 'live', 'events,', 'concerts,', 'films.']"
