,sentences
63,"['f', 'o', 'u', 'n', 'd', 'e', 'd', ' ', 'f', 'i', 'r', 's', 't', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'y', ' ', 'n', 'i', 'n', 'e', 't', 'e', 'e', 'n', ' ', 'n', 'i', 'n', 'e', 't', 'y', ' ', 't', 'h', 'r', 'e', 'e', ' ', 'b', 'e', 'l', 'i', 'e', 'v', 'e', 'd', ' ', 't', 'h', 'o', 'u', 's', 'a', 'n', 'd', ' ', 's', 'e', 'v', 'e', 'n', ' ', 'y', 'e', 'a', 'r', 's', ' ', 'r', 'e', 'a', 'l', 'i', 't', 'y', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 'e', 'v', 'e', 'r', 'y', 'w', 'h', 'e', 'r', 'e']"
64,"['v', 'e', 'n', 't', 'u', 'r', 'e', ' ', 'c', 'a', 'p', 'i', 't', 'a', 'l', 'i', 's', 't', 's', ' ', 'b', 'e', 'l', 'i', 'e', 'v', 'e', ' ', 'w', 'e', 'l', 'l', ' ', 'e', 'a', 'r', 'l', 'y', ' ', 'n', 'i', 'n', 'e', 't', 'i', 'e', 's', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'h', 'a', 'l', 'f', ' ', 't', 'o', 'p', 'i', 'c', ' ', 'a', 'r', 'o', 'u', 'n', 'd', ' ', 'n', 'i', 'n', 'e', 't', 'e', 'e', 'n', ' ', 'n', 'i', 'n', 'e', 't', 'y', ' ', 's', 'e', 'v', 'e', 'n', ' ', 'f', 'e', 'l', 'l', ' ', 'e', 'd', 'g', 'e', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 'e', 'v', 'e', 'n', ' ', 'm', 'e', 'n', 't', 'i', 'o', 'n', ' ', 'w', 'o', 'r', 'd', ' ', 'v', 'i', 'r', 't', 'u', 'a', 'l', ' ', 'r', 'e', 'a', 'l', 'i', 't', 'y', ' ', 'v', 'e', 'n', 't', 'u', 'r', 'e', ' ', 'c', 'a', 'p', 'i', 't', 'a', 'l', 'i', 's', 't', 's']"
65,"['p', 'e', 'o', 'p', 'l', 'e', ' ', 'o', 'f', 't', 'e', 'n', ' ', 'h', 'a', 'p', 'p', 'e', 'n', 'e', 'd', ' ', 'h', 'a', 'p', 'p', 'e', 'n', ' ', 'h', 'a', 'p', 'p', 'e', 'n', 'e', 'd', ' ', 'i', 'n', 't', 'e', 'r', 'n', 'e', 't', ' ', 'h', 'a', 'p', 'p', 'e', 'n', 'e', 'd', ' ', 'i', 'm', 'p', 'o', 'r', 't', 'a', 'n', 't', ' ', 'c', 'r', 'i', 't', 'i', 'c', 'a', 'l', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'y', ' ', 'v', 'i', 'r', 't', 'u', 'a', 'l', ' ', 'w', 'o', 'r', 'l', 'd', 's', ' ', 'b', 'o', 'o', 'm', ' ', 'h', 'a', 'p', 'p', 'e', 'n', 'e', 'd', ' ', 'e', 'v', 'e', 'r', 'y', ' ', 'o', 'u', 'n', 'c', 'e', ' ', 'e', 'x', 'c', 'i', 't', 'e', 'm', 'e', 'n', 't', ' ', 'e', 'v', 'e', 'r', 'y', ' ', 'd', 'o', 'l', 'l', 'a', 'r', ' ', 'v', 'e', 'n', 't', 'u', 'r', 'e', ' ', 'c', 'a', 'p', 'i', 't', 'a', 'l', ' ', 'w', 'e', 'n', 't', ' ', 'b', 'u', 'i', 'l', 'd', 'i', 'n', 'g', ' ', 'b', 'a', 's', 'i', 'c', ' ', 'f', 'l', 'a', 't', ' ', 'b', 'u', 's', 'i', 'n', 'e', 's', 's', 'e', 's']"
66,"['r', 'e', 'a', 'l', 'i', 't', 'y', ' ', 'f', 'e', 'l', 'l', ' ', 'f', 'a', 'v', 'o', 'r', ' ', 'd', 'e', 'c', 'a', 'd', 'e', ' ', 'p', 'r', 'o', 'b', 'a', 'b', 'l', 'y', ' ', 'f', 'i', 'f', 't', 'e', 'e', 'n', ' ', 'y', 'e', 'a', 'r', 's']"
67,"['g', 'o', 'n', 'n', 'a', ' ', 'q', 'u', 'e', 's', 't', 'i', 'o', 'n', ' ', 's', 'i', 't', 't', 'i', 'n', 'g', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 't', 'w', 'e', 'l', 'v', 'e']"
68,"['h', 'e', 'a', 'r', 'i', 'n', 'g', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'n', 'e', 'x', 't', ' ', 'b', 'i', 'g', 'g', 'e', 's', 't', ' ', 't', 'h', 'i', 'n', 'g', ' ', 't', 'h', 'i', 'n', 'k', 'i', 'n', 'g', ' ', 's', 'a', 'i', 'd', ' ', 't', 'h', 'i', 'n', 'k', 'i', 'n', 'g', ' ', 'y', 'e', 'a', 'h', ' ', 't', 'i', 'm', 'e']"
69,"['t', 'w', 'e', 'n', 't', 'y', ' ', 't', 'w', 'e', 'l', 'v', 'e', ' ', 's', 't', 'a', 'r', 't', 'e', 'd', ' ', 'c', 'o', 'm', 'e', ' ', 'b', 'a', 'c', 'k', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'a', 'r', 'o', 'u', 'n', 'd', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 'f', 'o', 'u', 'r', 't', 'e', 'e', 'n']"
70,"['r', 'e', 'a', 'l', 'l', 'y']"
71,"['s', 't', 'a', 'r', 't', 'e', 'd', ' ', 'k', 'i', 'n', 'd', 'a', ' ', 'h', 'y', 'p', 'e', ' ', 'n', 'i', 'n', 'e', 't', 'e', 'e', 'n', ' ', 'n', 'i', 'n', 'e', 't', 'y', ' ', 'f', 'i', 'v', 'e']"
72,"['t', 'i', 'm', 'e', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 'f', 'o', 'u', 'r', 't', 'e', 'e', 'n', ' ', 'w', 'o', 'r', 'k', 'i', 'n', 'g', ' ', 'p', 'r', 'o', 'f', 'e', 's', 's', 'o', 'r', ' ', 'c', 'a', 'l', 'i', 'f', 'o', 'r', 'n', 'i', 'a', ' ', 's', 't', 'a', 't', 'e', ' ', 'u', 'n', 'i', 'v', 'e', 'r', 's', 'i', 't', 'y', ' ', 't', 'e', 'a', 'c', 'h', 'i', 'n', 'g', ' ', 'c', 'o', 'u', 'r', 's', 'e', 's', ' ', 'e', 'n', 't', 'r', 'e', 'p', 'r', 'e', 'n', 'e', 'u', 'r', 's', 'h', 'i', 'p', ' ', 'a', 'c', 't', 'u', 'a', 'l', 'l', 'y', ' ', 'a', 'd', 'v', 'i', 's', 'i', 'n', 'g', ' ', 'v', 'a', 'r', 'i', 'e', 't', 'y', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's', ' ', 'e', 'n', 'd', 'e', 'd', ' ', 'a', 'd', 'v', 'i', 's', 'i', 'n', 'g', ' ', 's', 't', 'u', 'd', 'e', 'n', 't', ' ', 's', 't', 'a', 'r', 't', 'u', 'p', 's', ' ', 'w', 'o', 'r', 'l', 'd']"
74,"['k', 'n', 'o', 'w', ' ', 'd', 'i', 's', 't', 'i', 'n', 'c', 't', 'l', 'y', ' ', 'r', 'e', 'm', 'e', 'm', 'b', 'e', 'r', ' ', 's', 'a', 'y', 'i', 'n', 'g', ' ', 't', 'h', 'i', 'n', 'g', ' ', 'l', 'e', 'a', 'r', 'n', 'e', 'd', ' ', 's', 'p', 'a', 'c', 'e', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 't', 'a', 'k', 'e', ' ', 'l', 'o', 'n', 'g', 'e', 'r', ' ', 'e', 'x', 'p', 'e', 'c', 't', ' ', 'h', 'y', 'p', 'e', ' ', 'a', 'r', 'o', 'u', 'n', 'd', ' ', 'e', 'a', 'r', 'l', 'y', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 't', 'e', 'n', 's', ' ', 'f', 'e', 'l', 't', ' ', 'o', 'k', 'a', 'y']"
75,"['g', 'e', 't', 't', 'i', 'n', 'g', ' ', 'c', 'l', 'o', 's', 'e', 'r']"
76,"['p', 'r', 'o', 'b', 'a', 'b', 'l', 'y', ' ', 'l', 'i', 't', 't', 'l', 'e', ' ', 'o', 'v', 'e', 'r', 'l', 'y', ' ', 'o', 'p', 't', 'i', 'm', 'i', 's', 't', 'i', 'c']"
77,"['a', 'd', 'v', 'i', 'c', 'e', ' ', 's', 't', 'a', 'r', 't', ' ', 't', 'i', 'm', 'e', ' ', 'p', 'r', 'e', 'p', 'a', 'r', 'e']"
78,"['s', 't', 'a', 'i', 'n', ' ', 'l', 'o', 'n', 'g', ' ', 'h', 'a', 'u', 'l', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'b', 'u', 's', 'i', 'n', 'e', 's', 's', ' ', 'p', 'l', 'a', 'n', ' ', 'r', 'e', 'a', 'l', 'i', 'z', 'e', 's', ' ', 't', 'h', 'r', 'e', 'e', ' ', 'y', 'e', 'a', 'r', 's']"
79,"['s', 'e', 'v', 'e', 'n', ' ', 'y', 'e', 'a', 'r', ' ', 'p', 'l', 'a', 'n']"
80,"['p', 'e', 'r', 's', 'o', 'n', 'a', 'l', ' ', 't', 'i', 'm', 'e', ' ', 'k', 'e', 'e', 'p', 's', ' ', 'r', 'e', 'a', 'l']"
81,"['t', 'i', 'm', 'e']"
82,"['i', 'n', 'd', 'u', 's', 't', 'r', 'y', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'c', 'o', 'a', 'l', 'e', 's', 'c', 'e', ' ', 'a', 'r', 'o', 'u', 'n', 'd', ' ', 'c', 'o', 'n', 'c', 'e', 'p', 't', ' ', 's', 't', 'a', 'r', 't', 'u', 'p', 's', ' ', 'v', 'e', 'n', 't', 'u', 'r', 'e', ' ', 'c', 'a', 'p', 'i', 't', 'a', 'l', 'i', 's', 't', 's', ' ', 'm', 'a', 'j', 'o', 'r', ' ', 'c', 'o', 'r', 'p', 'o', 'r', 'a', 't', 'i', 'o', 'n', 's', ' ', 'i', 'n', 'v', 'e', 's', 't', 'i', 'n', 'g', ' ', 'm', 'e', 't', 'a', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'h', 'a', 'p', 'p', 'e', 'n', ' ', 'l', 'e', 'v', 'e', 'l', ' ', 'r', 'e', 'a', 'l', 'i', 'z', 'e', 's', ' ', 'e', 'x', 'c', 'i', 't', 'e', 'm', 'e', 'n', 't', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 't', 'h', 'i', 'r', 't', 'y', ' ', 'y', 'e', 'a', 'r', 's']"
83,"['l', 'a', 's', 't', ' ', 't', 'w', 'e', 'l', 'v', 'e', ' ', 'e', 'i', 'g', 'h', 't', 'e', 'e', 'n', ' ', 'm', 'o', 'n', 't', 'h', 's', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'l', 'a', 'r', 'g', 'e', 's', 't', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's', ' ', 'w', 'o', 'r', 'l', 'd']"
84,"['r', 'e', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'i', 'm', 'p', 'o', 'r', 't', 'a', 'n', 't', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e', 'r', ' ', 'b', 'u', 's', 'i', 'n', 'e', 's', 's']"
85,"['i', 'm', 'p', 'o', 'r', 't', 'a', 'n', 't', ' ', 'm', 'a', 'i', 'n', 's', 't', 'r', 'e', 'a', 'm', ' ', 'c', 'o', 'm', 'p', 'u', 't', 'i', 'n', 'g']"
86,"['p', 'l', 'a', 'n', 'n', 'i', 'n', 'g', ' ', 'f', 'u', 't', 'u', 'r', 'e', ' ', 'm', 'e', 't', 'a', ' ', 's', 'i', 'g', 'n', 'i', 'f', 'i', 'c', 'a', 'n', 't', ' ', 'p', 'a', 'r', 't']"
87,"['v', 'i', 'r', 't', 'u', 'a', 'l', ' ', 'm', 'e', 't', 'a', ' ', 'a', 'u', 'g', 'm', 'e', 'n', 't', 'e', 'd', ' ', 'm', 'a', 't', 't', 'e', 'r']"
88,"['v', 'i', 'r', 't', 'u', 'a', 'l', ' ', 'm', 'e', 't', 'a', ' ', 'f', 'u', 'l', 'l', 'y', ' ', 's', 'i', 'm', 'u', 'l', 'a', 't', 'e', 'd', ' ', 'w', 'o', 'r', 'l', 'd', 's', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'a', 'v', 'a', 't', 'a', 'r', 's', ' ', 'a', 'u', 'g', 'm', 'e', 'n', 't', 'e', 'd', ' ', 'u', 'n', 'i', 'v', 'e', 'r', 's', 'e', ' ', 'v', 'i', 'r', 't', 'u', 'a', 'l', ' ', 'l', 'a', 'y', 'e', 'r', ' ', 'r', 'e', 'a', 'l', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 'r', 'e', 'a', 's', 'o', 'n', ' ', 's', 'p', 'l', 'i', 't', ' ', 'm', 'i', 'n', 'd', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'i', 'n', 'd', 'u', 's', 't', 'r', 'i', 'e', 's', ' ', 'e', 'v', 'o', 'l', 'v', 'e', ' ', 'p', 'a', 'r', 'a', 'l', 'l', 'e', 'l', ' ', 'c', 'o', 'm', 'i', 'n', 'g', ' ', 'e', 'v', 'o', 'l', 'v', 'i', 'n', 'g', ' ', 'e', 'x', 'i', 's', 't', 'i', 'n', 'g', ' ', 'i', 'n', 'd', 'u', 's', 't', 'r', 'i', 'e', 's']"
89,"['v', 'i', 'r', 't', 'u', 'a', 'l', ' ', 'm', 'e', 't', 'a', ' ', 'e', 'v', 'o', 'l', 'v', 'i', 'n', 'g', ' ', 'g', 'a', 'm', 'i', 'n', 'g', ' ', 'i', 'n', 'd', 'u', 's', 't', 'r', 'y', ' ', 's', 'o', 'c', 'i', 'a', 'l', ' ', 'm', 'e', 'd', 'i', 'a', ' ', 'i', 'n', 'd', 'u', 's', 't', 'r', 'y', ' ', 'w', 'h', 'e', 'r', 'e', 'a', 's']"
90,"['v', 'i', 'r', 't', 'u', 'a', 'l', ' ', 'm', 'e', 't', 'a', ' ', 'f', 'u', 'l', 'l', 'y', ' ', 'v', 'i', 'r', 't', 'u', 'a', 'l', ' ', 'w', 'o', 'r', 'l', 'd', 's', ' ', 'e', 'v', 'o', 'l', 'v', 'e', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'f', 'o', 'c', 'u', 's', 'e', 'd', ' ', 's', 'o', 'c', 'i', 'a', 'l', 'i', 'z', 'i', 'n', 'g', ' ', 'e', 'n', 't', 'e', 'r', 't', 'a', 'i', 'n', 'm', 'e', 'n', 't', ' ', 's', 'h', 'o', 'p', 'p', 'i', 'n', 'g', ' ', 'g', 'a', 'm', 'i', 'n', 'g', ' ', 'f', 'u', 'l', 'l', 'y', ' ', 's', 'i', 'm', 'u', 'l', 'a', 't', 'e', 'd', ' ', 'w', 'o', 'r', 'l', 'd', 's', ' ', 'w', 'h', 'e', 'r', 'e', 'a', 's', ' ', 'a', 'u', 'g', 'm', 'e', 'n', 't', 'e', 'd', ' ', 'm', 'e', 't', 'a', ' ', 'v', 'e', 'r', 's', 'u', 's', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'e', 'v', 'o', 'l', 'v', 'i', 'n', 'g', ' ', 'm', 'o', 'b', 'i', 'l', 'e', ' ', 'p', 'h', 'o', 'n', 'e', ' ', 'i', 'n', 'd', 'u', 's', 't', 'r', 'y', ' ', 'e', 'v', 'o', 'l', 'v', 'i', 'n', 'g', ' ', 'h', 'a', 'n', 'd', 'h', 'e', 'l', 'd', ' ', 'p', 'h', 'o', 'n', 'e', ' ', 't', 'u', 'r', 'n', ' ', 'a', 'u', 'g', 'm', 'e', 'n', 't', 'e', 'd', ' ', 'r', 'e', 'a', 'l', 'i', 't', 'y', ' ', 'e', 'y', 'e', 'w', 'e', 'a', 'r', ' ', 'w', 'e', 'a', 'r', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'm', 'o', 'b', 'i', 'l', 'e', ' ', 'm', 'e', 'd', 'i', 'a']"
91,"['d', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'p', 'l', 'a', 'y', 'e', 'r', 's', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'f', 'o', 'c', 'u', 's', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'i', 'n', 't', 'e', 'r', 'a', 'c', 't', 'i', 'o', 'n', 's']"
92,"['h', 'a', 'p', 'p', 'e', 'n', 'i', 'n', 'g', ' ', 'p', 'a', 'r', 'a', 'l', 'l', 'e', 'l']"
93,"['p', 'e', 'r', 's', 'o', 'n', 'a', 'l', ' ', 'v', 'i', 'e', 'w', ' ', 'a', 'c', 't', 'u', 'a', 'l', 'l', 'y', ' ', 'e', 'a', 's', 'i', 'e', 'r', ' ', 'p', 'r', 'e', 'd', 'i', 'c', 't', ' ', 'a', 'u', 'g', 'm', 'e', 'n', 't', 'e', 'd', ' ', 'm', 'a', 't', 't', 'e', 'r', ' ', 'l', 'o', 'o', 'k', 'i', 'n', 'g', ' ', 't', 'i', 'm', 'e', ' ', 'f', 'r', 'a', 'm', 'e', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 'e', 'v', 'o', 'l', 'v', 'e']"
94,"['e', 'a', 's', 'i', 'e', 'r', ' ', 'p', 'r', 'e', 'd', 'i', 'c', 't', ' ', 'r', 'a', 'p', 'i', 'd', ' ', 'a', 'd', 'o', 'p', 't', 'i', 'o', 'n', ' ', 'a', 'u', 'g', 'm', 'e', 'n', 't', 'e', 'd', ' ', 'm', 'e', 't', 'a', ' ', 'w', 'h', 'e', 'r', 'e', 'a', 's', ' ', 'f', 'u', 'l', 'l', 'y', ' ', 'v', 'i', 'r', 't', 'u', 'a', 'l', ' ', 'm', 'e', 't', 'a', ' ', 'l', 'i', 't', 't', 'l', 'e', ' ', 'h', 'a', 'r', 'd', 'e', 'r', ' ', 'p', 'r', 'e', 'd', 'i', 'c', 't']"
95,"['r', 'e', 'a', 'l', 'l', 'y', ' ', 'd', 'e', 'p', 'e', 'n', 'd', 's', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'w', 'a', 'n', 't', 'i', 'n', 'g', ' ', 's', 'p', 'e', 'n', 'd', ' ', 's', 'i', 'g', 'n', 'i', 'f', 'i', 'c', 'a', 'n', 't', ' ', 'a', 'm', 'o', 'u', 'n', 't', 's', ' ', 't', 'i', 'm', 'e', ' ', 'f', 'u', 'l', 'l', 'y', ' ', 's', 'i', 'm', 'u', 'l', 'a', 't', 'e', 'd', ' ', 'w', 'o', 'r', 'l', 'd', 's']"
96,"['i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'v', 'i', 'r', 't', 'u', 'a', 'l', ' ', 'w', 'o', 'r', 'l', 'd', 's', ' ', 'o', 'b', 'v', 'i', 'o', 'u', 's', 'l', 'y', ' ', 'f', 'i', 'r', 's', 't', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g', ' ', 'a', 's', 'p', 'e', 'c', 't', ' ', 'm', 'a', 't', 't', 'e', 'r', ' ', 'v', 'e', 'r', 's', 'u', 's', ' ', 'a', 'b', 'l', 'e', ' ', 'b', 'r', 'i', 'n', 'g', ' ', 'd', 'i', 'g', 'i', 't', 'a', 'l', ' ', 'c', 'o', 'n', 't', 'e', 'n', 't', ' ', 'r', 'e', 'a', 'l', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 'c', 'r', 'e', 'a', 't', 'i', 'n', 'g', ' ', 'k', 'i', 'n', 'd', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'o', 'n', ' ', 'd', 'i', 'g', 'i', 't', 'a', 'l', ' ', 'r', 'e', 'a', 'l']"
97,"['p', 'r', 'o', 'b', 'a', 'b', 'l', 'y', ' ', 'f', 'a', 's', 'c', 'i', 'n', 'a', 't', 'i', 'n', 'g', ' ', 'a', 's', 'p', 'e', 'c', 't', 's', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'r', 'i', 'g', 'h', 't', ' ', 't', 'a', 'l', 'k', 'i', 'n', 'g', ' ', 'a', 'u', 'g', 'm', 'e', 'n', 't', 'e', 'd', ' ', 'm', 'a', 't', 't', 'e', 'r', 's', ' ', 'e', 'v', 'o', 'l', 'u', 't', 'i', 'o', 'n', ' ', 'm', 'o', 'b', 'i', 'l', 'e', ' ', 'm', 'a', 'r', 'k', 'e', 't']"
98,"['t', 'h', 'i', 'n', 'k', ' ', 's', 'i', 't', 'u', 'a', 't', 'i', 'o', 'n', ' ', 'r', 'i', 'g', 'h', 't', ' ', 'l', 'i', 'f', 'e', ' ', 'w', 'i', 't', 'h', 'o', 'u', 't', ' ', 'm', 'o', 'b', 'i', 'l', 'e', ' ', 'p', 'h', 'o', 'n', 'e', ' ', 'l', 'e', 's', 's', ' ', 'm', 'e', 'a', 'n', 'i', 'n', 'g', 'f', 'u', 'l', ' ', 'm', 'o', 'b', 'i', 'l', 'e', ' ', 'p', 'h', 'o', 'n', 'e', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'e', 'd']"
99,"['t', 'h', 'i', 'n', 'g', 's']"
100,"['w', 'o', 'r', 'k']"
101,"['c', 'o', 'n', 'n', 'e', 'c', 't', ' ', 'f', 'r', 'i', 'e', 'n', 'd', 's', ' ', 'c', 'h', 'e', 'c', 'k', ' ', 'n', 'e', 'w', 's']"
102,"['d', 'a', 't', 'a', ' ', 'i', 'n', 'f', 'o', 'r', 'm', 'a', 't', 'i', 'o', 'n', ' ', 'c', 'o', 'm', 'i', 'n', 'g', ' ', 't', 'o', 'w', 'a', 'r', 'd', 's']"
103,"['f', 'u', 't', 'u', 'r', 'e', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'p', 'r', 'o', 'b', 'a', 'b', 'l', 'y', ' ', 'i', 'm', 'p', 'o', 'r', 't', 'a', 'n', 't', ' ', 'v', 'i', 't', 'a', 'l', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'a', 'l', 's', 'o', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'e', 'd', ' ', 'd', 'i', 'r', 'e', 'c', 't', 'l', 'y', ' ', 'm', 'e', 'a', 'n', 'i', 'n', 'g', ' ', 'r', 'e', 'a', 'l', 'i', 't', 'y']"
104,"['r', 'e', 'a', 'l', 'l', 'y', ' ', 'm', 'e', 't', 'a', ' ', 't', 'r', 'a', 'n', 's', 'i', 't', 'i', 'o', 'n', ' ', 'i', 'n', 'f', 'o', 'r', 'm', 'a', 't', 'i', 'o', 'n', ' ', 's', 't', 'u', 'c', 'k', ' ', 'l', 'i', 't', 't', 'l', 'e', ' ', 'f', 'l', 'a', 't', ' ', 'w', 'i', 'n', 'd', 'o', 'w', ' ', 'h', 'a', 'n', 'd', ' ', 'i', 'n', 'f', 'o', 'r', 'm', 'a', 't', 'i', 'o', 'n', ' ', 'p', 'l', 'a', 'c', 'e', 'd', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 'n', 'a', 't', 'u', 'r', 'a', 'l', ' ', 'i', 'n', 't', 'u', 'i', 't', 'i', 'v', 'e', ' ', 'l', 'o', 'c', 'a', 't', 'i', 'o', 'n', 's', ' ', 'l', 'o', 'c', 'a', 't', 'i', 'o', 'n', ' ', 'w', 'a', 'n', 't']"
105,"['r', 'e', 'a', 'l', 'l', 'y', ' ', 'a', 'u', 'g', 'm', 'e', 'n', 't', 'e', 'd', ' ', 'm', 'e', 't', 'a', ' ', 'h', 'u', 'm', 'a', 'n', ' ', 'a', 'g', 'o', 'n', 'i', 'z', 'i', 'n', 'g', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'y', ' ', 'i', 'n', 'f', 'o', 'r', 'm', 'a', 't', 'i', 'o', 'n', ' ', 'f', 'o', 'r', 'm', ' ', 'p', 'e', 'r', 'c', 'e', 'p', 't', 'i', 'o', 'n', ' ', 's', 'y', 's', 't', 'e', 'm', ' ', 'd', 'e', 's', 'i', 'g', 'n', 'e', 'd', ' ', 'p', 'e', 'r', 'c', 'e', 'i', 'v', 'e']"
106,"['s', 'p', 'a', 't', 'i', 'a', 'l', ' ', 'c', 'o', 'n', 't', 'e', 'n', 't', ' ', 'a', 'r', 'o', 'u', 'n', 'd']"
107,"['c', 'o', 'n', 't', 'e', 'n', 't']"
108,"['p', 'o', 't', 'e', 'n', 't', 'i', 'a', 'l', ' ', 'a', 'u', 'g', 'm', 'e', 'n', 't', 'e', 'd', ' ', 'a', 'u', 'g', 'm', 'e', 'n', 't', 'e', 'd', ' ', 'r', 'e', 'a', 'l', 'i', 't', 'y', ' ', 'a', 'u', 'g', 'm', 'e', 'n', 't', 'e', 'd', ' ', 'e', 'x', 't', 'r', 'e', 'm', 'e', ' ', 'm', 'a', 'k', 'e', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 'n', 'a', 't', 'u', 'r', 'a', 'l', ' ', 'd', 'o', 'w', 'n', 's', 'i', 'd', 'e', 's', ' ', 'c', 'u', 't', 't', 'i', 'n', 'g', ' ', 'r', 'e', 'a', 'l', ' ', 'w', 'o', 'r', 'l', 'd']"
109,"['l', 'i', 'k', 'e', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'a', 'd', 'o', 'p', 't', 'i', 'o', 'n', ' ', 'p', 'a', 't', 'h', ' ', 't', 'h', 'i', 'n', 'g', ' ', 'o', 'k', 'a', 'y']"
110,"['b', 'a', 'c', 'k', ' ', 't', 'h', 'i', 'n', 'k', ' ', 't', 'h', 'o', 'u', 's', 'a', 'n', 'd', ' ', 's', 'e', 'v', 'e', 'n', ' ', 'e', 'v', 'e', 'r', 'y', 'b', 'o', 'd', 'y', ' ', 'u', 's', 'i', 'n', 'g', ' ', 'f', 'l', 'i', 'p', ' ', 'p', 'h', 'o', 'n', 'e', 's', ' ', 'n', 'o', 'b', 'o', 'd', 'y', ' ', 't', 'h', 'o', 'u', 'g', 'h', 't', ' ', 'n', 'e', 'e', 'd', 'e', 'd', ' ', 's', 'm', 'a', 'r', 't', 'p', 'h', 'o', 'n', 'e', ' ', 'n', 'o', 'b', 'o', 'd', 'y', ' ', 't', 'h', 'o', 'u', 'g', 'h', 't', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 'e', 'v', 'e', 'r', ' ', 's', 'p', 'e', 'n', 'd', ' ', 't', 'h', 'o', 'u', 's', 'a', 'n', 'd', ' ', 'd', 'o', 'l', 'l', 'a', 'r', 's', ' ', 'p', 'h', 'o', 'n', 'e', ' ', 'a', 'p', 'p', 'l', 'e', ' ', 'l', 'a', 'u', 'n', 'c', 'h', 'e', 's', ' ', 'i', 'p', 'h', 'o', 'n', 'e']"
